#m	sigma	Xa	Xv	rho	e	Re*	M*	M	m_1	sigma_1	Xa_1	Xv_1	a_1	rho_1	Re_1*	Mstar_1*	M_1
282.614	0.05	284.386	285.098	0.000583284	0.232771	10.638	0.256921	1.8984	0.470782	0.936381	4.21506	10.1297	-8.48171	8.85676e-05	25.3443	0.238516	1.76241
