40	15.4896
40.01	19.6314
40.02	18.8258
40.03	17.1353
40.04	11.5548
40.05	16.7094
40.06	19.3829
40.07	14.0377
40.08	20.2231
40.09	16.1285
40.1	16.0468
40.11	18.1995
40.12	12.2911
40.13	16.304
40.14	13.9391
40.15	18.8908
40.16	23.0781
40.17	16.8636
40.18	21.3706
40.19	20.8273
40.2	21.5296
40.21	21.6706
40.22	20.6207
40.23	21.8362
40.24	26.5936
40.25	21.367
40.26	28.6824
40.27	29.061
40.28	13.224
40.29	16.6592
40.3	18.072
40.31	21.2524
40.32	20.9441
40.33	16.7863
40.34	19.1019
40.35	16.2903
40.36	24.1222
40.37	19.5045
40.38	22.4648
40.39	17.6895
40.4	20.3787
40.41	18.1499
40.42	17.6728
40.43	18.1437
40.44	12.4547
40.45	15.4462
40.46	19.7406
40.47	17.6938
40.48	21.4485
40.49	17.863
40.5	22.6697
40.51	18.9618
40.52	14.6004
40.53	20.5585
40.54	18.4302
40.55	17.0405
40.56	13.8095
40.57	21.0724
40.58	13.9254
40.59	18.1717
40.6	13.0457
40.61	19.8589
40.62	13.9489
40.63	15.9725
40.64	19.2634
40.65	16.015
40.66	21.9055
40.67	17.232
40.68	21.596
40.69	25.7457
40.7	20.379
40.71	21.3751
40.72	12.11
40.73	17.3252
40.74	16.3336
40.75	23.4019
40.76	23.83
40.77	22.1232
40.78	23.2468
40.79	18.6991
40.8	21.108
40.81	23.2036
40.82	21.3971
40.83	17.5229
40.84	19.3817
40.85	20.706
40.86	26.8278
40.87	22.8097
40.88	26.8591
40.89	27.416
40.9	22.4282
40.91	25.9005
40.92	23.6043
40.93	16.9779
40.94	18.1266
40.95	21.5486
40.96	13.0612
40.97	18.7017
40.98	26.3009
40.99	19.098
41	26.6788
41.01	17.7001
41.02	17.6957
41.03	25.2796
41.04	19.7137
41.05	18.5168
41.06	17.0217
41.07	20.061
41.08	18.5818
41.09	22.3406
41.1	16.7836
41.11	18.8727
41.12	15.8765
41.13	17.2615
41.14	27.3148
41.15	24.4254
41.16	19.8687
41.17	14.8825
41.18	19.2523
41.19	22.053
41.2	18.0597
41.21	4.3589
41.22	14.9339
41.23	26.4093
41.24	21.5885
41.25	25.4948
41.26	22.6984
41.27	18.0802
41.28	21.6346
41.29	19.4463
41.3	12.8332
41.31	12.8141
41.32	33.6357
41.33	19.4801
41.34	21.7563
41.35	12.6882
41.36	13.9672
41.37	21.6729
41.38	11.3958
41.39	14.2508
41.4	12.9819
41.41	22.2334
41.42	30.5355
41.43	15.6773
41.44	16.9373
41.45	18.9055
41.46	20.1827
41.47	19.8009
41.48	14.5875
41.49	24.9408
41.5	17.1994
41.51	15.7554
41.52	21.2716
41.53	20.6477
41.54	7.7039
41.55	17.6954
41.56	14.482
41.57	22.2199
41.58	22.3056
41.59	15.1858
41.6	14.3337
41.61	23.4736
41.62	23.7916
41.63	24.8745
41.64	28.8964
41.65	25.7613
41.66	23.9337
41.67	24.9952
41.68	22.7358
41.69	16.9038
41.7	20.3921
41.71	23.911
41.72	19.3964
41.73	15.3058
41.74	17.9599
41.75	25.9455
41.76	15.8037
41.77	21.2349
41.78	22.3053
41.79	21.8522
41.8	21.6748
41.81	21.8416
41.82	20.5231
41.83	21.9965
41.84	17.3922
41.85	26.2405
41.86	17.1001
41.87	21.8518
41.88	22.3837
41.89	17.7272
41.9	16.0463
41.91	14.6404
41.92	17.0087
41.93	18.3023
41.94	8.3521
41.95	14.9182
41.96	17.2482
41.97	25.3482
41.98	19.0697
41.99	11.6765
42	19.1708
42.01	17.0722
42.02	16.4307
42.03	14.8505
42.04	16.197
42.05	19.9692
42.06	22.9444
42.07	13.7796
42.08	17.3256
42.09	11.9532
42.1	13.1456
42.11	14.8149
42.12	10.8085
42.13	22.5814
42.14	17.2255
42.15	19.9078
42.16	25.2895
42.17	24.202
42.18	10.9613
42.19	14.4986
42.2	17.9115
42.21	29.689
42.22	19.1878
42.23	24.7759
42.24	22.8156
42.25	19.4937
42.26	13.2613
42.27	30.9067
42.28	12.9574
42.29	22.1843
42.3	15.6975
42.31	15.2505
42.32	20.3691
42.33	18.9371
42.34	17.4103
42.35	15.5875
42.36	21.9661
42.37	18.257
42.38	17.2872
42.39	18.6927
42.4	17.6605
42.41	15.836
42.42	14.1322
42.43	21.191
42.44	24.962
42.45	21.3921
42.46	18.4375
42.47	26.4534
42.48	19.2911
42.49	18.513
42.5	17.3951
42.51	19.0278
42.52	16.2838
42.53	13.5217
42.54	20.4411
42.55	21.4735
42.56	21.0243
42.57	21.3258
42.58	14.5556
42.59	18.1741
42.6	15.9229
42.61	23.3516
42.62	18.0441
42.63	18.2338
42.64	17.3464
42.65	20.7748
42.66	17.3454
42.67	23.1514
42.68	22.6738
42.69	17.2323
42.7	21.5393
42.71	18.2615
42.72	23.5058
42.73	23.38
42.74	15.3319
42.75	20.3878
42.76	21.9702
42.77	25.5607
42.78	17.5785
42.79	23.2876
42.8	20.3906
42.81	15.0286
42.82	18.2127
42.83	14.7885
42.84	15.9887
42.85	20.3942
42.86	19.6101
42.87	22.8516
42.88	22.9119
42.89	21.1981
42.9	12.8284
42.91	11.7344
42.92	13.764
42.93	22.5435
42.94	17.2882
42.95	18.3995
42.96	20.7317
42.97	15.9161
42.98	20.0446
42.99	19.2616
43	17.4911
43.01	14.6824
43.02	13.6094
43.03	13.2746
43.04	21.829
43.05	18.9907
43.06	17.0117
43.07	21.9355
43.08	14.1785
43.09	21.8246
43.1	17.5629
43.11	16.4683
43.12	18.6897
43.13	21.8548
43.14	26.7502
43.15	14.851
43.16	17.0363
43.17	15.6073
43.18	20.6273
43.19	21.0026
43.2	23.8451
43.21	25.1066
43.22	26.5018
43.23	17.327
43.24	24.259
43.25	16.8895
43.26	25.6161
43.27	24.638
43.28	22.9967
43.29	10.8813
43.3	17.2537
43.31	20.9909
43.32	19.6334
43.33	20.9817
43.34	19.1061
43.35	25.0384
43.36	20.7244
43.37	16.3123
43.38	13.0627
43.39	17.8489
43.4	16.213
43.41	19.0299
43.42	20.9175
43.43	22.3833
43.44	16.3767
43.45	17.1084
43.46	23.3872
43.47	13.5239
43.48	20.0558
43.49	24.3653
43.5	17.6695
43.51	21.3857
43.52	21.9579
43.53	17.697
43.54	21.5575
43.55	19.046
43.56	10.5942
43.57	22.7112
43.58	16.6772
43.59	16.2133
43.6	18.5946
43.61	13.5692
43.62	19.2908
43.63	28.6738
43.64	17.8517
43.65	20.5521
43.66	24.6116
43.67	23.5423
43.68	15.3811
43.69	23.1362
43.7	27.9505
43.71	17.791
43.72	18.1198
43.73	17.8013
43.74	15.8011
43.75	27.7271
43.76	22.1417
43.77	23.1542
43.78	13.2007
43.79	20.6551
43.8	19.7523
43.81	25.72
43.82	15.7659
43.83	18.2579
43.84	15.1755
43.85	18.729
43.86	23.2751
43.87	18.1655
43.88	25.2653
43.89	13.0091
43.9	13.7772
43.91	11.992
43.92	18.4629
43.93	19.5011
43.94	18.2506
43.95	18.8633
43.96	24.8031
43.97	16.0512
43.98	27.5203
43.99	19.9655
44	22.8875
44.01	19.8161
44.02	17.4327
44.03	22.4289
44.04	20.3142
44.05	21.9194
44.06	22.0179
44.07	16.2132
44.08	21.9122
44.09	20.6487
44.1	21.7322
44.11	25.6651
44.12	16.2078
44.13	19.5571
44.14	20.5131
44.15	22.3023
44.16	23.6304
44.17	20.9087
44.18	17.8037
44.19	24.4239
44.2	24.6424
44.21	28.6738
44.22	30.2775
44.23	22.6603
44.24	29.1745
44.25	29.5385
44.26	28.9165
44.27	33.4598
44.28	26.1014
44.29	39.6252
44.3	36.2495
44.31	38.2412
44.32	30.2676
44.33	36.9101
44.34	45.3307
44.35	35.9556
44.36	48.5194
44.37	44.5212
44.38	49.9099
44.39	64.5349
44.4	64.6152
44.41	57.7553
44.42	74.4614
44.43	83.6314
44.44	80.836
44.45	121.767
44.46	150.6748
44.47	191.113
44.48	249.1707
44.49	325.2959
44.5	404.0757
44.51	548.3029
44.52	659.9963
44.53	842.0606
44.54	1040.2117
44.55	1247.6033
44.56	1374.3808
44.57	1593.1222
44.58	1702.5065
