#m	sigma	Xa	Xv	rho	e	Re*	M*	M	m_1	sigma_1	Xa_1	Xv_1	a_1	rho_1	Re_1*	Mstar_1*	M_1
220.874	0.241584	255.571	270.93	0.00308765	0.05	1.89982	0.105567	0.78004	0.106779	0.0622182	0.107817	0.108236	-8.20036	0.000132442	11.8146	0.135966	1.00466
