#m	sigma	Xa	Xv	rho	e	Re*	M*	M	m_1	sigma_1	Xa_1	Xv_1	a_1	rho_1	Re_1*	Mstar_1*	M_1
19.7826	0.723986	73.3463	123.884	0.00199022	0.486288	11.9004	0.530899	3.92284	9.6796	0.469674	16.8021	20.9492	3	1e-06	51	0.051	0.376842
