#m	sigma	Xa	Xv	rho	e	Re*	M*	M	m_1	sigma_1	Xa_1	Xv_1	a_1	rho_1	Re_1*	Mstar_1*	M_1
800	1.49999	221801	2.10433e+06	0.0005	1	45.7214	1.02236	7.55428	1	1	12.1825	33.1155	1	0.0001	101	1.01	7.46295
