#m	sigma	Xa	Xv	rho	e	Re*	M*	M	m_1	sigma_1	Xa_1	Xv_1	a_1	rho_1	Re_1*	Mstar_1*	M_1
876.271	0.05	881.765	883.972	0.000264903	0.437991	27.9105	0.454267	3.3566	0.557339	1.16136	16.2373	62.5564	-2.60182	7.70163e-05	74.48	0.653629	4.8297
