40 13.3654 3.65587198900618
40.01 7.2121 2.68553532838427
40.02 12.9415 3.59742963794985
40.03 9.1956 3.03242477235627
40.04 7.7803 2.78931891328331
40.05 6.9934 2.64450373416261
40.06 6.7353 2.59524565311263
40.07 10.4354 3.23038697372312
40.08 11.4322 3.38115364927416
40.09 9.355 3.05859444843542
40.1 8.1317 2.85161357830966
40.11 6.829 2.61323554238802
40.12 11.7841 3.43279769284472
40.13 8.3186 2.88419832882553
40.14 10.1649 3.18824403081069
40.15 10.4017 3.22516666236026
40.16 8.6429 2.93988094997059
40.17 8.3392 2.88776730364481
40.18 15.0811 3.88343919741252
40.19 10.8144 3.28852550545073
40.2 9.0961 3.01597413782015
40.21 8.8355 2.9724568962392
40.22 6.9604 2.63825700036975
40.23 9.6807 3.1113823294478
40.24 7.6624 2.76810404428735
40.25 11.1229 3.33510119786492
40.26 6.415 2.53278502838279
40.27 9.4102 3.06760492893071
40.28 5.4777 2.34044867493393
40.29 8.3937 2.89718829212048
40.3 11.5662 3.40091164248647
40.31 6.5097 2.55141137412217
40.32 13.1905 3.63187279512926
40.33 5.2449 2.29017466582791
40.34 13.0838 3.61715357705475
40.35 7.2454 2.69172806947507
40.36 15.528 3.94055833607371
40.37 6.5894 2.56698266453048
40.38 10.0064 3.16328942716281
40.39 11.1143 3.33381163235117
40.4 13.4663 3.66964575947052
40.41 11.729 3.42476276550654
40.42 14.4237 3.79785465756656
40.43 9.5427 3.08912609001316
40.44 14.0381 3.74674525421732
40.45 9.6594 3.10795752866734
40.46 6.9159 2.6298098790597
40.47 15.0474 3.87909783325969
40.48 12.5697 3.54537727188518
40.49 4.7065 2.1694469341286
40.5 10.9538 3.30965254973993
40.51 13.3308 3.65113680926913
40.52 10.8412 3.29259775860945
40.53 18.718 4.32643039930148
40.54 13.0733 3.6157018682408
40.55 14.0885 3.75346506577589
40.56 17.9425 4.2358588267316
40.57 13.897 3.72786802341499
40.58 13.9033 3.7287129146664
40.59 12.4548 3.5291358715697
40.6 10.9071 3.30258989279626
40.61 17.5828 4.19318494703012
40.62 13.2864 3.64505143996625
40.63 10.8947 3.30071204439285
40.64 13.1155 3.6215328246476
40.65 8.0231 2.83250772284914
40.66 9.1803 3.02990098848131
40.67 12.7773 3.57453493478522
40.68 11.4311 3.38099097898826
40.69 6.6703 2.58269239360788
40.7 12.5013 3.53571774891605
40.71 9.2069 3.03428739574879
40.72 10.6709 3.26663435358168
40.73 7.6369 2.76349416500198
40.74 9.9415 3.1530144306679
40.75 15.1531 3.89269829295824
40.76 16.3601 4.04476204491686
40.77 14.4702 3.80397160872686
40.78 8.6353 2.93858809634831
40.79 12.7758 3.57432511112238
40.8 14.5273 3.81146953287049
40.81 15.1625 3.89390549448751
40.82 12.7067 3.56464584496132
40.83 15.5751 3.94653012151181
40.84 5.6353 2.37387868266262
40.85 12.8554 3.58544278994938
40.86 10.0139 3.16447467994294
40.87 10.046 3.16954255374494
40.88 12.8994 3.59157347133537
40.89 6.5143 2.55231267676983
40.9 15.2944 3.91080554361886
40.91 11.1856 3.34448800266947
40.92 5.7226 2.39219564417294
40.93 8.6405 2.93947274183654
40.94 6.5039 2.5502744950299
40.95 10.6441 3.26252969335146
40.96 10.1767 3.19009404250094
40.97 7.4877 2.73636620356267
40.98 6.986 2.64310423555334
40.99 7.4445 2.72846110472552
41 7.7665 2.78684409323521
41.01 10.9764 3.31306504614685
41.02 14.841 3.85240184819808
41.03 7.9069 2.81192105152332
41.04 5.4489 2.33428789998149
41.05 10.1892 3.19205263114504
41.06 14.8535 3.85402387122862
41.07 8.4559 2.90790302451784
41.08 13.0393 3.61099709221705
41.09 6.3707 2.5240245640643
41.1 11.2572 3.3551751072038
41.11 13.2538 3.64057687736436
41.12 6.3715 2.52418303615249
41.13 7.4453 2.72860770357338
41.14 6.568 2.56281095674262
41.15 13.4129 3.66236262541
41.16 6.9932 2.64446591961402
41.17 9.108 3.01794632159023
41.18 15.8013 3.97508490475361
41.19 14.8356 3.85170092296897
41.2 8.1443 2.85382199865374
41.21 9.0772 3.01283919252256
41.22 9.2055 3.03405669030755
41.23 10.2857 3.2071326757713
41.24 9.4986 3.08197988312708
41.25 13.8441 3.72076605015688
41.26 8.1944 2.86258624324229
41.27 15.2794 3.90888730970848
41.28 8.9841 2.99734882854832
41.29 13.5792 3.68499660786818
41.3 9.7451 3.12171427263931
41.31 11.4044 3.37704012413237
41.32 5.6357 2.37396293147134
41.33 11.6686 3.41593325461725
41.34 9.9256 3.15049202506529
41.35 6.6908 2.58665807558711
41.36 6.3668 2.5232518701073
41.37 5.0652 2.25059992002133
41.38 8.6898 2.94784667172497
41.39 7.15 2.67394839142419
41.4 11.7722 3.4310639749209
41.41 7.1493 2.67381749564177
41.42 8.873 2.97875813049667
41.43 9.5771 3.09468899891411
41.44 12.9189 3.59428713377215
41.45 14.196 3.76775795400925
41.46 9.4695 3.07725527052924
41.47 7.9064 2.81183214292745
41.48 10.7179 3.27382039825034
41.49 10.8578 3.29511760032931
41.5 11.0641 3.3262741919451
41.51 9.6499 3.10642881779062
41.52 5.5809 2.3623928547132
41.53 15.2992 3.91141917978628
41.54 3.7052 1.92488960722427
41.55 12.6848 3.56157268632833
41.56 15.2682 3.90745441432143
41.57 9.2474 3.04095379774175
41.58 2.9477 1.71688671728801
41.59 10.8541 3.29455611577645
41.6 10.0921 3.17680657264493
41.61 12.1961 3.4922915113146
41.62 6.9089 2.62847864743087
41.63 9.1829 3.03033001503137
41.64 9.2801 3.04632565560545
