0	26
0	26
1	26
3	26
14	50
15	50
15	50
25	25
30	25
35	25
40	25
45	25
55	25
65	100
66	100
66	100
75	25
85	25
95	25
105	25
115	25
127	150
128	150
130	150
132	200
133	200
134	200
139	250
140	250
140	250
146	300
146	300
147	300
154	350
155	350
155	350
161	400
161	400
162	400
