Study Name	Eurofer_WELDS
Sample Name	2022-04-08
Run Name	spot0w_23p7C
Operator	Ben
Date	4/8/2022
Time	13:42
Sign	FIX
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	13:42:19
	
Time	Amplitude
1.255000E-8	2.594434E-2
1.260000E-8	2.596318E-2
1.265000E-8	2.598545E-2
1.270000E-8	2.599573E-2
1.275000E-8	2.608652E-2
1.280000E-8	2.617730E-2
1.285000E-8	2.632633E-2
1.290000E-8	2.651647E-2
1.295000E-8	2.679225E-2
1.300000E-8	2.712799E-2
1.305000E-8	2.749970E-2
1.310000E-8	2.788511E-2
1.315000E-8	2.829280E-2
1.320000E-8	2.876728E-2
1.325000E-8	2.931543E-2
1.330000E-8	2.978820E-2
1.335000E-8	3.023871E-2
1.340000E-8	3.071319E-2
1.345000E-8	3.115514E-2
1.350000E-8	3.159365E-2
1.355000E-8	3.198592E-2
1.360000E-8	3.236277E-2
1.365000E-8	3.269336E-2
1.370000E-8	3.301026E-2
1.375000E-8	3.326549E-2
1.380000E-8	3.348303E-2
1.385000E-8	3.364576E-2
1.390000E-8	3.370401E-2
1.395000E-8	3.356697E-2
1.400000E-8	3.333915E-2
1.405000E-8	3.299998E-2
1.410000E-8	3.256661E-2
1.415000E-8	3.207156E-2
1.420000E-8	3.153027E-2
1.425000E-8	3.089134E-2
1.430000E-8	3.021986E-2
1.435000E-8	2.949529E-2
1.440000E-8	2.879126E-2
1.445000E-8	2.807696E-2
1.450000E-8	2.749285E-2
1.455000E-8	2.702693E-2
1.460000E-8	2.662610E-2
1.465000E-8	2.634688E-2
1.470000E-8	2.613619E-2
1.475000E-8	2.598545E-2
1.480000E-8	2.592721E-2
1.485000E-8	2.589638E-2
1.490000E-8	2.593064E-2
1.495000E-8	2.600429E-2
1.500000E-8	2.615503E-2
1.505000E-8	2.635374E-2
1.510000E-8	2.650105E-2
1.515000E-8	2.671859E-2
1.520000E-8	2.702007E-2
1.525000E-8	2.732669E-2
1.530000E-8	2.763331E-2
1.535000E-8	2.799988E-2
1.540000E-8	2.835789E-2
1.545000E-8	2.872617E-2
1.550000E-8	2.912529E-2
1.555000E-8	2.956894E-2
1.560000E-8	3.003487E-2
1.565000E-8	3.051449E-2
1.570000E-8	3.094616E-2
1.575000E-8	3.128361E-2
1.580000E-8	3.157481E-2
1.585000E-8	3.177180E-2
1.590000E-8	3.193624E-2
1.595000E-8	3.207328E-2
1.600000E-8	3.214522E-2
1.605000E-8	3.213837E-2
1.610000E-8	3.209897E-2
1.615000E-8	3.204416E-2
1.620000E-8	3.192082E-2
1.625000E-8	3.172041E-2
1.630000E-8	3.149944E-2
1.635000E-8	3.117398E-2
1.640000E-8	3.081597E-2
1.645000E-8	3.038260E-2
1.650000E-8	2.989783E-2
1.655000E-8	2.935654E-2
1.660000E-8	2.882724E-2
1.665000E-8	2.828423E-2
1.670000E-8	2.775150E-2
1.675000E-8	2.719993E-2
1.680000E-8	2.669119E-2
1.685000E-8	2.626638E-2
1.690000E-8	2.588953E-2
1.695000E-8	2.557606E-2
1.700000E-8	2.533282E-2
1.705000E-8	2.521462E-2
1.710000E-8	2.515467E-2
1.715000E-8	2.523004E-2
1.720000E-8	2.533111E-2
1.725000E-8	2.551097E-2
1.730000E-8	2.580217E-2
1.735000E-8	2.616531E-2
1.740000E-8	2.659526E-2
1.745000E-8	2.701665E-2
1.750000E-8	2.749799E-2
1.755000E-8	2.799132E-2
1.760000E-8	2.846238E-2
1.765000E-8	2.888719E-2
1.770000E-8	2.921779E-2
1.775000E-8	2.955353E-2
1.780000E-8	2.981561E-2
1.785000E-8	2.999033E-2
1.790000E-8	3.007769E-2
1.795000E-8	3.012051E-2
1.800000E-8	3.012565E-2
1.805000E-8	3.011366E-2
1.810000E-8	3.011366E-2
1.815000E-8	3.014107E-2
1.820000E-8	3.014963E-2
1.825000E-8	3.021815E-2
1.830000E-8	3.028667E-2
1.835000E-8	3.024042E-2
1.840000E-8	3.013936E-2
1.845000E-8	3.000403E-2
1.850000E-8	2.983616E-2
1.855000E-8	2.968029E-2
1.860000E-8	2.949871E-2
1.865000E-8	2.929658E-2
1.870000E-8	2.908760E-2
1.875000E-8	2.882552E-2
1.880000E-8	2.852576E-2
1.885000E-8	2.822085E-2
1.890000E-8	2.793650E-2
1.895000E-8	2.765387E-2
1.900000E-8	2.737294E-2
1.905000E-8	2.709031E-2
1.910000E-8	2.686248E-2
1.915000E-8	2.665522E-2
1.920000E-8	2.648221E-2
1.925000E-8	2.631776E-2
1.930000E-8	2.614818E-2
1.935000E-8	2.598717E-2
1.940000E-8	2.585527E-2
1.945000E-8	2.577476E-2
1.950000E-8	2.578504E-2
1.955000E-8	2.587754E-2
1.960000E-8	2.597689E-2
1.965000E-8	2.613619E-2
1.970000E-8	2.631434E-2
1.975000E-8	2.646850E-2
1.980000E-8	2.660897E-2
1.985000E-8	2.679739E-2
1.990000E-8	2.697040E-2
1.995000E-8	2.717424E-2
2.000000E-8	2.739521E-2
2.005000E-8	2.755451E-2
2.010000E-8	2.769498E-2
2.015000E-8	2.782345E-2
2.020000E-8	2.799817E-2
2.025000E-8	2.816090E-2
2.030000E-8	2.832363E-2
2.035000E-8	2.845895E-2
2.040000E-8	2.856173E-2
2.045000E-8	2.865080E-2
2.050000E-8	2.872103E-2
2.055000E-8	2.874673E-2
2.060000E-8	2.873645E-2
2.065000E-8	2.870904E-2
2.070000E-8	2.859085E-2
2.075000E-8	2.840585E-2
2.080000E-8	2.821743E-2
2.085000E-8	2.790053E-2
2.090000E-8	2.748257E-2
2.095000E-8	2.710572E-2
2.100000E-8	2.671859E-2
2.105000E-8	2.629892E-2
2.110000E-8	2.593064E-2
2.115000E-8	2.559833E-2
2.120000E-8	2.530370E-2
2.125000E-8	2.506217E-2
2.130000E-8	2.490972E-2
2.135000E-8	2.481893E-2
2.140000E-8	2.473500E-2
2.145000E-8	2.467676E-2
2.150000E-8	2.464250E-2
2.155000E-8	2.458940E-2
2.160000E-8	2.451917E-2
2.165000E-8	2.444208E-2
2.170000E-8	2.437357E-2
2.175000E-8	2.428449E-2
2.180000E-8	2.419199E-2
2.185000E-8	2.408236E-2
2.190000E-8	2.405667E-2
2.195000E-8	2.410463E-2
2.200000E-8	2.418857E-2
2.205000E-8	2.433588E-2
2.210000E-8	2.455171E-2
2.215000E-8	2.479153E-2
2.220000E-8	2.510328E-2
2.225000E-8	2.551782E-2
2.230000E-8	2.591693E-2
2.235000E-8	2.630064E-2
2.240000E-8	2.663637E-2
2.245000E-8	2.692415E-2
2.250000E-8	2.716054E-2
2.255000E-8	2.734725E-2
2.260000E-8	2.744317E-2
2.265000E-8	2.749799E-2
2.270000E-8	2.751683E-2
2.275000E-8	2.745174E-2
2.280000E-8	2.731128E-2
2.285000E-8	2.714512E-2
2.290000E-8	2.690359E-2
2.295000E-8	2.659869E-2
2.300000E-8	2.628864E-2
2.305000E-8	2.600601E-2
2.310000E-8	2.567712E-2
2.315000E-8	2.540476E-2
2.320000E-8	2.515467E-2
2.325000E-8	2.487717E-2
2.330000E-8	2.462708E-2
2.335000E-8	2.434616E-2
2.340000E-8	2.413375E-2
2.345000E-8	2.394362E-2
2.350000E-8	2.380658E-2
2.355000E-8	2.369866E-2
2.360000E-8	2.364728E-2
2.365000E-8	2.355478E-2
2.370000E-8	2.347255E-2
2.375000E-8	2.345714E-2
2.380000E-8	2.346228E-2
2.385000E-8	2.344343E-2
2.390000E-8	2.346913E-2
2.395000E-8	2.347769E-2
2.400000E-8	2.349140E-2
2.405000E-8	2.357362E-2
2.410000E-8	2.370552E-2
2.415000E-8	2.385968E-2
2.420000E-8	2.405324E-2
2.425000E-8	2.425537E-2
2.430000E-8	2.452431E-2
2.435000E-8	2.481379E-2
2.440000E-8	2.502106E-2
2.445000E-8	2.517180E-2
2.450000E-8	2.527800E-2
2.455000E-8	2.537736E-2
2.460000E-8	2.549726E-2
2.465000E-8	2.558462E-2
2.470000E-8	2.563430E-2
2.475000E-8	2.568397E-2
2.480000E-8	2.571309E-2
2.485000E-8	2.577133E-2
2.490000E-8	2.581587E-2
2.495000E-8	2.581758E-2
2.500000E-8	2.580902E-2
2.505000E-8	2.577990E-2
2.510000E-8	2.566684E-2
2.515000E-8	2.551268E-2
2.520000E-8	2.533453E-2
2.525000E-8	2.513412E-2
2.530000E-8	2.492342E-2
2.535000E-8	2.465620E-2
2.540000E-8	2.434787E-2
2.545000E-8	2.400871E-2
2.550000E-8	2.374834E-2
2.555000E-8	2.350681E-2
2.560000E-8	2.327899E-2
2.565000E-8	2.308029E-2
2.570000E-8	2.287645E-2
2.575000E-8	2.271029E-2
2.580000E-8	2.254242E-2
2.585000E-8	2.237455E-2
2.590000E-8	2.227692E-2
2.595000E-8	2.218270E-2
2.600000E-8	2.217414E-2
2.605000E-8	2.217585E-2
2.610000E-8	2.226492E-2
2.615000E-8	2.239853E-2
2.620000E-8	2.256298E-2
2.625000E-8	2.273085E-2
2.630000E-8	2.296552E-2
2.635000E-8	2.324302E-2
2.640000E-8	2.352394E-2
2.645000E-8	2.379630E-2
2.650000E-8	2.403612E-2
2.655000E-8	2.418857E-2
2.660000E-8	2.432389E-2
2.665000E-8	2.435644E-2
2.670000E-8	2.443009E-2
2.675000E-8	2.443523E-2
2.680000E-8	2.435986E-2
2.685000E-8	2.432389E-2
2.690000E-8	2.427764E-2
2.695000E-8	2.420570E-2
2.700000E-8	2.413204E-2
2.705000E-8	2.409436E-2
2.710000E-8	2.405496E-2
2.715000E-8	2.402412E-2
2.720000E-8	2.400357E-2
2.725000E-8	2.397616E-2
2.730000E-8	2.394019E-2
2.735000E-8	2.390251E-2
2.740000E-8	2.384940E-2
2.745000E-8	2.377061E-2
2.750000E-8	2.359589E-2
2.755000E-8	2.336293E-2
2.760000E-8	2.314196E-2
2.765000E-8	2.286788E-2
2.770000E-8	2.258867E-2
2.775000E-8	2.236770E-2
2.780000E-8	2.216043E-2
2.785000E-8	2.193261E-2
2.790000E-8	2.179900E-2
2.795000E-8	2.171678E-2
2.800000E-8	2.167910E-2
2.805000E-8	2.169280E-2
2.810000E-8	2.175275E-2
2.815000E-8	2.180757E-2
2.820000E-8	2.194632E-2
2.825000E-8	2.206108E-2
2.830000E-8	2.213131E-2
2.835000E-8	2.220155E-2
2.840000E-8	2.229062E-2
2.845000E-8	2.236256E-2
2.850000E-8	2.245678E-2
2.855000E-8	2.253557E-2
2.860000E-8	2.262293E-2
2.865000E-8	2.271543E-2
2.870000E-8	2.279594E-2
2.875000E-8	2.286446E-2
2.880000E-8	2.296210E-2
2.885000E-8	2.307858E-2
2.890000E-8	2.316422E-2
2.895000E-8	2.328413E-2
2.900000E-8	2.341774E-2
2.905000E-8	2.350339E-2
2.910000E-8	2.354279E-2
2.915000E-8	2.357533E-2
2.920000E-8	2.360103E-2
2.925000E-8	2.356677E-2
2.930000E-8	2.353422E-2
2.935000E-8	2.349825E-2
2.940000E-8	2.340404E-2
2.945000E-8	2.328070E-2
2.950000E-8	2.309399E-2
2.955000E-8	2.292612E-2
2.960000E-8	2.270344E-2
2.965000E-8	2.251159E-2
2.970000E-8	2.234543E-2
2.975000E-8	2.216215E-2
2.980000E-8	2.201826E-2
2.985000E-8	2.193090E-2
2.990000E-8	2.188636E-2
2.995000E-8	2.185896E-2
3.000000E-8	2.186409E-2
3.005000E-8	2.187951E-2
3.010000E-8	2.190521E-2
3.015000E-8	2.194632E-2
3.020000E-8	2.202854E-2
3.025000E-8	2.210048E-2
3.030000E-8	2.220668E-2
3.035000E-8	2.236256E-2
3.040000E-8	2.254756E-2
3.045000E-8	2.270344E-2
3.050000E-8	2.283705E-2
3.055000E-8	2.296895E-2
3.060000E-8	2.311797E-2
3.065000E-8	2.323103E-2
3.070000E-8	2.333381E-2
3.075000E-8	2.342117E-2
3.080000E-8	2.348112E-2
3.085000E-8	2.354964E-2
3.090000E-8	2.363186E-2
3.095000E-8	2.372436E-2
3.100000E-8	2.380829E-2
3.105000E-8	2.389223E-2
3.110000E-8	2.392477E-2
3.115000E-8	2.391450E-2
3.120000E-8	2.392477E-2
3.125000E-8	2.391963E-2
3.130000E-8	2.389051E-2
3.135000E-8	2.389565E-2
3.140000E-8	2.387338E-2
3.145000E-8	2.382200E-2
3.150000E-8	2.372265E-2
3.155000E-8	2.363357E-2
3.160000E-8	2.355478E-2
3.165000E-8	2.341089E-2
3.170000E-8	2.322075E-2
3.175000E-8	2.302547E-2
3.180000E-8	2.281992E-2
3.185000E-8	2.266404E-2
3.190000E-8	2.252701E-2
3.195000E-8	2.243451E-2
3.200000E-8	2.241738E-2
3.205000E-8	2.243622E-2
3.210000E-8	2.253043E-2
3.215000E-8	2.265205E-2
3.220000E-8	2.273941E-2
3.225000E-8	2.285589E-2
3.230000E-8	2.298436E-2
3.235000E-8	2.303404E-2
3.240000E-8	2.305802E-2
3.245000E-8	2.305973E-2
3.250000E-8	2.299464E-2
3.255000E-8	2.293126E-2
3.260000E-8	2.282163E-2
3.265000E-8	2.271029E-2
3.270000E-8	2.260751E-2
3.275000E-8	2.249789E-2
3.280000E-8	2.239682E-2
3.285000E-8	2.233344E-2
3.290000E-8	2.235571E-2
3.295000E-8	2.240196E-2
3.300000E-8	2.252872E-2
3.305000E-8	2.266404E-2
3.310000E-8	2.277025E-2
3.315000E-8	2.286617E-2
3.320000E-8	2.297751E-2
3.325000E-8	2.314881E-2
3.330000E-8	2.327043E-2
3.335000E-8	2.339205E-2
3.340000E-8	2.354621E-2
3.345000E-8	2.360788E-2
3.350000E-8	2.365927E-2
3.355000E-8	2.370380E-2
3.360000E-8	2.375177E-2
3.365000E-8	2.376718E-2
3.370000E-8	2.373977E-2
3.375000E-8	2.367468E-2
3.380000E-8	2.357019E-2
3.385000E-8	2.341260E-2
3.390000E-8	2.322418E-2
3.395000E-8	2.303918E-2
3.400000E-8	2.285932E-2
3.405000E-8	2.264006E-2
3.410000E-8	2.247390E-2
3.415000E-8	2.236256E-2
3.420000E-8	2.224437E-2
3.425000E-8	2.210905E-2
3.430000E-8	2.206794E-2
3.435000E-8	2.203025E-2
3.440000E-8	2.201997E-2
3.445000E-8	2.201655E-2
3.450000E-8	2.205423E-2
3.455000E-8	2.208678E-2
3.460000E-8	2.210391E-2
3.465000E-8	2.208507E-2
3.470000E-8	2.201483E-2
3.475000E-8	2.193604E-2
3.480000E-8	2.185896E-2
3.485000E-8	2.178701E-2
3.490000E-8	2.172706E-2
3.495000E-8	2.164484E-2
3.500000E-8	2.159687E-2
3.505000E-8	2.156262E-2
3.510000E-8	2.160201E-2
3.515000E-8	2.164141E-2
3.520000E-8	2.163285E-2
3.525000E-8	2.162599E-2
3.530000E-8	2.162428E-2
3.535000E-8	2.161229E-2
3.540000E-8	2.163285E-2
3.545000E-8	2.168252E-2
3.550000E-8	2.178016E-2
3.555000E-8	2.190178E-2
3.560000E-8	2.206108E-2
3.565000E-8	2.228034E-2
3.570000E-8	2.249960E-2
3.575000E-8	2.276168E-2
3.580000E-8	2.292955E-2
3.585000E-8	2.302205E-2
3.590000E-8	2.307858E-2
3.595000E-8	2.311797E-2
3.600000E-8	2.306830E-2
3.605000E-8	2.299464E-2
3.610000E-8	2.289358E-2
3.615000E-8	2.276682E-2
3.620000E-8	2.265890E-2
3.625000E-8	2.251502E-2
3.630000E-8	2.241395E-2
3.635000E-8	2.231974E-2
3.640000E-8	2.228548E-2
3.645000E-8	2.227863E-2
3.650000E-8	2.225465E-2
3.655000E-8	2.217243E-2
3.660000E-8	2.212618E-2
3.665000E-8	2.206451E-2
3.670000E-8	2.193604E-2
3.675000E-8	2.175789E-2
3.680000E-8	2.161058E-2
3.685000E-8	2.147012E-2
3.690000E-8	2.135706E-2
3.695000E-8	2.128340E-2
3.700000E-8	2.123887E-2
3.705000E-8	2.122174E-2
3.710000E-8	2.121831E-2
3.715000E-8	2.129540E-2
3.720000E-8	2.137419E-2
3.725000E-8	2.145813E-2
3.730000E-8	2.159174E-2
3.735000E-8	2.169451E-2
3.740000E-8	2.179215E-2
3.745000E-8	2.188636E-2
3.750000E-8	2.196002E-2
3.755000E-8	2.197544E-2
3.760000E-8	2.203539E-2
3.765000E-8	2.200284E-2
3.770000E-8	2.197544E-2
3.775000E-8	2.200627E-2
3.780000E-8	2.199770E-2
3.785000E-8	2.198571E-2
3.790000E-8	2.193604E-2
3.795000E-8	2.189664E-2
3.800000E-8	2.183669E-2
3.805000E-8	2.184354E-2
3.810000E-8	2.187780E-2
3.815000E-8	2.194118E-2
3.820000E-8	2.200970E-2
3.825000E-8	2.205252E-2
3.830000E-8	2.212104E-2
3.835000E-8	2.219298E-2
3.840000E-8	2.221525E-2
3.845000E-8	2.223067E-2
3.850000E-8	2.221011E-2
3.855000E-8	2.217243E-2
3.860000E-8	2.210219E-2
3.865000E-8	2.197544E-2
3.870000E-8	2.182470E-2
3.875000E-8	2.167567E-2
3.880000E-8	2.150609E-2
3.885000E-8	2.135364E-2
3.890000E-8	2.120461E-2
3.895000E-8	2.106415E-2
3.900000E-8	2.094424E-2
3.905000E-8	2.081063E-2
3.910000E-8	2.065304E-2
3.915000E-8	2.050915E-2
3.920000E-8	2.039781E-2
3.925000E-8	2.025563E-2
3.930000E-8	2.013059E-2
3.935000E-8	2.002096E-2
3.940000E-8	1.997642E-2
3.945000E-8	1.993874E-2
3.950000E-8	1.991304E-2
3.955000E-8	1.995587E-2
3.960000E-8	2.007749E-2
3.965000E-8	2.019054E-2
3.970000E-8	2.033272E-2
3.975000E-8	2.049031E-2
3.980000E-8	2.063077E-2
3.985000E-8	2.074040E-2
3.990000E-8	2.081748E-2
3.995000E-8	2.085859E-2
4.000000E-8	2.088771E-2
4.005000E-8	2.089970E-2
4.010000E-8	2.084832E-2
4.015000E-8	2.079350E-2
4.020000E-8	2.074725E-2
4.025000E-8	2.070100E-2
4.030000E-8	2.063077E-2
4.035000E-8	2.056054E-2
4.040000E-8	2.056397E-2
4.045000E-8	2.057253E-2
4.050000E-8	2.058795E-2
4.055000E-8	2.059994E-2
4.060000E-8	2.058109E-2
4.065000E-8	2.051772E-2
4.070000E-8	2.048003E-2
4.075000E-8	2.042693E-2
4.080000E-8	2.036526E-2
4.085000E-8	2.028475E-2
4.090000E-8	2.020082E-2
4.095000E-8	2.008948E-2
4.100000E-8	2.001582E-2
4.105000E-8	1.994216E-2
4.110000E-8	1.986851E-2
4.115000E-8	1.977087E-2
4.120000E-8	1.966124E-2
4.125000E-8	1.954476E-2
4.130000E-8	1.947110E-2
4.135000E-8	1.942657E-2
4.140000E-8	1.935634E-2
4.145000E-8	1.925870E-2
4.150000E-8	1.914050E-2
4.155000E-8	1.900689E-2
4.160000E-8	1.888185E-2
4.165000E-8	1.873967E-2
4.170000E-8	1.861120E-2
4.175000E-8	1.855981E-2
4.180000E-8	1.857694E-2
4.185000E-8	1.861805E-2
4.190000E-8	1.870370E-2
4.195000E-8	1.887157E-2
4.200000E-8	1.906856E-2
4.205000E-8	1.930152E-2
