#m	sigma	Xa	Xv	rho	e	Re*	M*	M	m_1	sigma_1	Xa_1	Xv_1	a_1	rho_1	Re_1*	Mstar_1*	M_1
209.391	0.933595	1850.48	4424.01	0.000939537	3	98.8733	3.03065	22.3936	1.76268	0.13197	1.84112	1.87347	-9.83572	3.58837e-05	313.954	1.88068	13.8965
