
#Surface 0 of 1 surfaces

#IsoCurve 0, 1801 points
#x y z type
 40  35.9534  27.1074 i
 40.05  49.3036  27.1123 i
 40.1  29.351  27.1172 i
 40.15  19.4918  27.1222 i
 40.2  40.1044  27.1272 i
 40.25  37.7786  27.1322 i
 40.3  43.2514  27.1372 i
 40.35  47.9477  27.1423 i
 40.4  42.8697  27.1474 i
 40.45  31.3926  27.1525 i
 40.5  38.5006  27.1576 i
 40.55  38.5652  27.1628 i
 40.6  42.9458  27.1679 i
 40.65  32.4879  27.1731 i
 40.7  45.4255  27.1783 i
 40.75  38.8654  27.1836 i
 40.8  43.899  27.1889 i
 40.85  43.2753  27.1941 i
 40.9  24.9307  27.1995 i
 40.95  33.5764  27.2048 i
 41  43.2525  27.2101 i
 41.05  53.7805  27.2155 i
 41.1  30.3844  27.2209 i
 41.15  41.8174  27.2263 i
 41.2  42.6187  27.2318 i
 41.25  36.5769  27.2373 i
 41.3  34.9481  27.2428 i
 41.35  35.1574  27.2483 i
 41.4  30.5596  27.2538 i
 41.45  38.5239  27.2594 i
 41.5  36.0489  27.2649 i
 41.55  38.4193  27.2705 i
 41.6  29.5316  27.2762 i
 41.65  31.7821  27.2818 i
 41.7  31.6532  27.2875 i
 41.75  41.5305  27.2931 i
 41.8  39.8351  27.2989 i
 41.85  38.3954  27.3046 i
 41.9  31.3759  27.3103 i
 41.95  28.2577  27.3161 i
 42  37.9984  27.3219 i
 42.05  29.8663  27.3277 i
 42.1  39.3122  27.3335 i
 42.15  30.8236  27.3394 i
 42.2  34.4917  27.3452 i
 42.25  26.7828  27.3511 i
 42.3  41.7582  27.357 i
 42.35  41.4468  27.363 i
 42.4  29.0013  27.3689 i
 42.45  32.7547  27.3749 i
 42.5  41.7816  27.3809 i
 42.55  33.7565  27.3869 i
 42.6  49.3202  27.3929 i
 42.65  34.1417  27.399 i
 42.7  29.565  27.405 i
 42.75  45.3565  27.4111 i
 42.8  33.7901  27.4172 i
 42.85  37.7794  27.4234 i
 42.9  40.2087  27.4295 i
 42.95  35.9351  27.4357 i
 43  34.4615  27.4419 i
 43.05  30.141  27.4481 i
 43.1  29.9336  27.4543 i
 43.15  40.9904  27.4605 i
 43.2  46.4895  27.4668 i
 43.25  28.6286  27.473 i
 43.3  33.2123  27.4793 i
 43.35  33.357  27.4857 i
 43.4  35.9536  27.492 i
 43.45  35.7296  27.4983 i
 43.5  37.5791  27.5047 i
 43.55  39.5269  27.5111 i
 43.6  35.8882  27.5175 i
 43.65  43.556  27.5239 i
 43.7  47.585  27.5303 i
 43.75  34.7925  27.5368 i
 43.8  41.279  27.5433 i
 43.85  45.0038  27.5497 i
 43.9  44.506  27.5562 i
 43.95  44.6922  27.5628 i
 44  43.5094  27.5693 i
 44.05  43.8252  27.5759 i
 44.1  46.2304  27.5824 i
 44.15  54.5537  27.589 i
 44.2  56.4172  27.5956 i
 44.25  72.0402  27.6023 i
 44.3  74.7581  27.6089 i
 44.35  107.441  27.6155 i
 44.4  196.096  27.6222 i
 44.45  388.118  27.6289 i
 44.5  933.633  27.6356 i
 44.55  1535.36  27.6423 i
 44.6  1805.85  27.6491 i
 44.65  1332.36  27.6558 i
 44.7  695.835  27.6626 i
 44.75  299.937  27.6693 i
 44.8  153.483  27.6761 i
 44.85  104.766  27.683 i
 44.9  63.6463  27.6898 i
 44.95  52.3047  27.6966 i
 45  63.0349  27.7035 i
 45.05  54.2844  27.7103 i
 45.1  41.4708  27.7172 i
 45.15  49.9978  27.7241 i
 45.2  31.9184  27.731 i
 45.25  33.9643  27.738 i
 45.3  42.6439  27.7449 i
 45.35  30.4026  27.7519 i
 45.4  35.8088  27.7589 i
 45.45  31.4839  27.7658 i
 45.5  24.9257  27.7728 i
 45.55  35.6105  27.7799 i
 45.6  33.1593  27.7869 i
 45.65  32.7227  27.7939 i
 45.7  29.2811  27.801 i
 45.75  28.9902  27.808 i
 45.8  35.1032  27.8151 i
 45.85  41.5432  27.8222 i
 45.9  37.2482  27.8293 i
 45.95  47.2041  27.8365 i
 46  29.7113  27.8436 i
 46.05  27.1491  27.8507 i
 46.1  30.9123  27.8579 i
 46.15  54.4322  27.8651 i
 46.2  30.7181  27.8723 i
 46.25  38.6025  27.8795 i
 46.3  35.1552  27.8867 i
 46.35  21.0294  27.8939 i
 46.4  20.2039  27.9011 i
 46.45  38.3328  27.9084 i
 46.5  24.7301  27.9157 i
 46.55  25.5284  27.9229 i
 46.6  24.4974  27.9302 i
 46.65  35.4523  27.9375 i
 46.7  35.0095  27.9448 i
 46.75  28.01  27.9521 i
 46.8  23.1775  27.9595 i
 46.85  31.7144  27.9668 i
 46.9  36.1548  27.9742 i
 46.95  36.7447  27.9815 i
 47  33.9529  27.9889 i
 47.05  30.581  27.9963 i
 47.1  38.4029  28.0037 i
 47.15  34.3291  28.0111 i
 47.2  27.0902  28.0185 i
 47.25  33.5909  28.026 i
 47.3  33.4702  28.0334 i
 47.35  26.9467  28.0409 i
 47.4  29.0786  28.0483 i
 47.45  37.3651  28.0558 i
 47.5  24.3114  28.0633 i
 47.55  33.4045  28.0708 i
 47.6  49.4399  28.0783 i
 47.65  38.2053  28.0858 i
 47.7  35.7026  28.0933 i
 47.75  34.7815  28.1009 i
 47.8  42.1992  28.1084 i
 47.85  24.1757  28.1159 i
