#m	sigma	Xa	Xv	rho	e	Re*	M*	M	m_1	sigma_1	Xa_1	Xv_1	a_1	rho_1	Re_1*	Mstar_1*	M_1
84.8527	0.05	85.3847	85.5984	0.000463348	1.80637	84.9176	1.8279	13.5065	0.223478	0.347977	0.302485	0.341423	-5.99392	4.08304e-05	253.949	1.6227	11.9902
