#m	sigma	Xa	Xv	rho	e	Re*	M*	M	m_1	sigma_1	Xa_1	Xv_1	a_1	rho_1	Re_1*	Mstar_1*	M_1
222.483	0.283871	272.138	294.975	0.000391144	0.5676	29.6995	0.587378	4.34017	1.03001	0.123934	1.07033	1.0869	-8.75565	4.65803e-05	77.6069	0.529665	3.91372
