Study Name	Eurofer
Sample Name	HT_weld_2022-06-06
Run Name	200C_spot1
Operator	Ben
Date	6/6/2022
Time	10:26
Sign	FIX
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	10:26:41
	
Time	Amplitude
1.385000E-8	5.697957E-2
1.390000E-8	5.650337E-2
1.395000E-8	5.576338E-2
1.400000E-8	5.496000E-2
1.405000E-8	5.412751E-2
1.410000E-8	5.320594E-2
1.415000E-8	5.225868E-2
1.420000E-8	5.133711E-2
1.425000E-8	5.041041E-2
1.430000E-8	4.951453E-2
1.435000E-8	4.869403E-2
1.440000E-8	4.802427E-2
1.445000E-8	4.736649E-2
1.450000E-8	4.675155E-2
1.455000E-8	4.633701E-2
1.460000E-8	4.600641E-2
1.465000E-8	4.578373E-2
1.470000E-8	4.568780E-2
1.475000E-8	4.569294E-2
1.480000E-8	4.576660E-2
1.485000E-8	4.593104E-2
1.490000E-8	4.618799E-2
1.495000E-8	4.652372E-2
1.500000E-8	4.690057E-2
1.505000E-8	4.727057E-2
1.510000E-8	4.772108E-2
1.515000E-8	4.814760E-2
1.520000E-8	4.859639E-2
1.525000E-8	4.911542E-2
1.530000E-8	4.962930E-2
1.535000E-8	5.011235E-2
1.540000E-8	5.055943E-2
1.545000E-8	5.105962E-2
1.550000E-8	5.147929E-2
1.555000E-8	5.191266E-2
1.560000E-8	5.232891E-2
1.565000E-8	5.265608E-2
1.570000E-8	5.295928E-2
1.575000E-8	5.319224E-2
1.580000E-8	5.340978E-2
1.585000E-8	5.359478E-2
1.590000E-8	5.367358E-2
1.595000E-8	5.363247E-2
1.600000E-8	5.351085E-2
1.605000E-8	5.331214E-2
1.610000E-8	5.299696E-2
1.615000E-8	5.259442E-2
1.620000E-8	5.214905E-2
1.625000E-8	5.151869E-2
1.630000E-8	5.087462E-2
1.635000E-8	5.023911E-2
1.640000E-8	4.953509E-2
1.645000E-8	4.886533E-2
1.650000E-8	4.827265E-2
1.655000E-8	4.769881E-2
1.660000E-8	4.713011E-2
1.665000E-8	4.656655E-2
1.670000E-8	4.607322E-2
1.675000E-8	4.575632E-2
1.680000E-8	4.548396E-2
1.685000E-8	4.523901E-2
1.690000E-8	4.506258E-2
1.695000E-8	4.500434E-2
1.700000E-8	4.495980E-2
1.705000E-8	4.500434E-2
1.710000E-8	4.502318E-2
1.715000E-8	4.512596E-2
1.720000E-8	4.528183E-2
1.725000E-8	4.545827E-2
1.730000E-8	4.565868E-2
1.735000E-8	4.592076E-2
1.740000E-8	4.622396E-2
1.745000E-8	4.661451E-2
1.750000E-8	4.700678E-2
1.755000E-8	4.742816E-2
1.760000E-8	4.791121E-2
1.765000E-8	4.840968E-2
1.770000E-8	4.889959E-2
1.775000E-8	4.937579E-2
1.780000E-8	4.972351E-2
1.785000E-8	5.005583E-2
1.790000E-8	5.038985E-2
1.795000E-8	5.066564E-2
1.800000E-8	5.084550E-2
1.805000E-8	5.095341E-2
1.810000E-8	5.086091E-2
1.815000E-8	5.075642E-2
1.820000E-8	5.058513E-2
1.825000E-8	5.024254E-2
1.830000E-8	4.989310E-2
1.835000E-8	4.958477E-2
1.840000E-8	4.921819E-2
1.845000E-8	4.884991E-2
1.850000E-8	4.843538E-2
1.855000E-8	4.809107E-2
1.860000E-8	4.781357E-2
1.865000E-8	4.750010E-2
1.870000E-8	4.721576E-2
1.875000E-8	4.695196E-2
1.880000E-8	4.665219E-2
1.885000E-8	4.641238E-2
1.890000E-8	4.620340E-2
1.895000E-8	4.592933E-2
1.900000E-8	4.565012E-2
1.905000E-8	4.538290E-2
1.910000E-8	4.505059E-2
1.915000E-8	4.469943E-2
1.920000E-8	4.443906E-2
1.925000E-8	4.423180E-2
1.930000E-8	4.404337E-2
1.935000E-8	4.390462E-2
1.940000E-8	4.384981E-2
1.945000E-8	4.384810E-2
1.950000E-8	4.388921E-2
1.955000E-8	4.404166E-2
1.960000E-8	4.430203E-2
1.965000E-8	4.459494E-2
1.970000E-8	4.493924E-2
1.975000E-8	4.533665E-2
1.980000E-8	4.573748E-2
1.985000E-8	4.615715E-2
1.990000E-8	4.653229E-2
1.995000E-8	4.679951E-2
2.000000E-8	4.707015E-2
2.005000E-8	4.728770E-2
2.010000E-8	4.743501E-2
2.015000E-8	4.759603E-2
2.020000E-8	4.771251E-2
2.025000E-8	4.779131E-2
2.030000E-8	4.789066E-2
2.035000E-8	4.801399E-2
2.040000E-8	4.809621E-2
2.045000E-8	4.813047E-2
2.050000E-8	4.816130E-2
2.055000E-8	4.818357E-2
2.060000E-8	4.807052E-2
2.065000E-8	4.792663E-2
2.070000E-8	4.780672E-2
2.075000E-8	4.767483E-2
2.080000E-8	4.747270E-2
2.085000E-8	4.721918E-2
2.090000E-8	4.693997E-2
2.095000E-8	4.666247E-2
2.100000E-8	4.636271E-2
2.105000E-8	4.604067E-2
2.110000E-8	4.571864E-2
2.115000E-8	4.533665E-2
2.120000E-8	4.501804E-2
2.125000E-8	4.477994E-2
2.130000E-8	4.449902E-2
2.135000E-8	4.419069E-2
2.140000E-8	4.393203E-2
2.145000E-8	4.364083E-2
2.150000E-8	4.338560E-2
2.155000E-8	4.322629E-2
2.160000E-8	4.310810E-2
2.165000E-8	4.307213E-2
2.170000E-8	4.310468E-2
2.175000E-8	4.319546E-2
2.180000E-8	4.339930E-2
2.185000E-8	4.356546E-2
2.190000E-8	4.374532E-2
2.195000E-8	4.394402E-2
2.200000E-8	4.415129E-2
2.205000E-8	4.437911E-2
2.210000E-8	4.461721E-2
2.215000E-8	4.479707E-2
2.220000E-8	4.498036E-2
2.225000E-8	4.520133E-2
2.230000E-8	4.540859E-2
2.235000E-8	4.557989E-2
2.240000E-8	4.579915E-2
2.245000E-8	4.599613E-2
2.250000E-8	4.607150E-2
2.255000E-8	4.611262E-2
2.260000E-8	4.616572E-2
2.265000E-8	4.619312E-2
2.270000E-8	4.622738E-2
2.275000E-8	4.621882E-2
2.280000E-8	4.617428E-2
2.285000E-8	4.611090E-2
2.290000E-8	4.593961E-2
2.295000E-8	4.575461E-2
2.300000E-8	4.550281E-2
2.305000E-8	4.523216E-2
2.310000E-8	4.503688E-2
2.315000E-8	4.487587E-2
2.320000E-8	4.469429E-2
2.325000E-8	4.455726E-2
2.330000E-8	4.442022E-2
2.335000E-8	4.426606E-2
2.340000E-8	4.407249E-2
2.345000E-8	4.389435E-2
2.350000E-8	4.370078E-2
2.355000E-8	4.350551E-2
2.360000E-8	4.331366E-2
2.365000E-8	4.316120E-2
2.370000E-8	4.300704E-2
2.375000E-8	4.289912E-2
2.380000E-8	4.284259E-2
2.385000E-8	4.280833E-2
2.390000E-8	4.285972E-2
2.395000E-8	4.293509E-2
2.400000E-8	4.309782E-2
2.405000E-8	4.322458E-2
2.410000E-8	4.325541E-2
2.415000E-8	4.335305E-2
2.420000E-8	4.340958E-2
2.425000E-8	4.340615E-2
2.430000E-8	4.340102E-2
2.435000E-8	4.344384E-2
2.440000E-8	4.346611E-2
2.445000E-8	4.342671E-2
2.450000E-8	4.341472E-2
2.455000E-8	4.343699E-2
2.460000E-8	4.345412E-2
2.465000E-8	4.350037E-2
2.470000E-8	4.361000E-2
2.475000E-8	4.370249E-2
2.480000E-8	4.375731E-2
2.485000E-8	4.383268E-2
2.490000E-8	4.383953E-2
2.495000E-8	4.384810E-2
2.500000E-8	4.378986E-2
2.505000E-8	4.369222E-2
2.510000E-8	4.360657E-2
2.515000E-8	4.346097E-2
2.520000E-8	4.331537E-2
2.525000E-8	4.315092E-2
2.530000E-8	4.297278E-2
2.535000E-8	4.276551E-2
2.540000E-8	4.260792E-2
2.545000E-8	4.254111E-2
2.550000E-8	4.247260E-2
2.555000E-8	4.237153E-2
2.560000E-8	4.232186E-2
2.565000E-8	4.228417E-2
2.570000E-8	4.228588E-2
2.575000E-8	4.230473E-2
2.580000E-8	4.234584E-2
2.585000E-8	4.238524E-2
2.590000E-8	4.241093E-2
2.595000E-8	4.242806E-2
2.600000E-8	4.242292E-2
2.605000E-8	4.244690E-2
2.610000E-8	4.247602E-2
2.615000E-8	4.253598E-2
2.620000E-8	4.261135E-2
2.625000E-8	4.265588E-2
2.630000E-8	4.266445E-2
2.635000E-8	4.267301E-2
2.640000E-8	4.266445E-2
2.645000E-8	4.257709E-2
2.650000E-8	4.249144E-2
2.655000E-8	4.240750E-2
2.660000E-8	4.231158E-2
2.665000E-8	4.221052E-2
2.670000E-8	4.209232E-2
2.675000E-8	4.206149E-2
2.680000E-8	4.209403E-2
2.685000E-8	4.217626E-2
2.690000E-8	4.229274E-2
2.695000E-8	4.244519E-2
2.700000E-8	4.263704E-2
2.705000E-8	4.274153E-2
2.710000E-8	4.282033E-2
2.715000E-8	4.288028E-2
2.720000E-8	4.287000E-2
2.725000E-8	4.281519E-2
2.730000E-8	4.279634E-2
2.735000E-8	4.270042E-2
2.740000E-8	4.255653E-2
2.745000E-8	4.242292E-2
2.750000E-8	4.236982E-2
2.755000E-8	4.230815E-2
2.760000E-8	4.226362E-2
2.765000E-8	4.228417E-2
2.770000E-8	4.229102E-2
2.775000E-8	4.234241E-2
2.780000E-8	4.236811E-2
2.785000E-8	4.239037E-2
2.790000E-8	4.241436E-2
2.795000E-8	4.246403E-2
2.800000E-8	4.248459E-2
2.805000E-8	4.246061E-2
2.810000E-8	4.247260E-2
2.815000E-8	4.247774E-2
2.820000E-8	4.246061E-2
2.825000E-8	4.241436E-2
2.830000E-8	4.232700E-2
2.835000E-8	4.228075E-2
2.840000E-8	4.218311E-2
2.845000E-8	4.209917E-2
2.850000E-8	4.195700E-2
2.855000E-8	4.178228E-2
2.860000E-8	4.158015E-2
2.865000E-8	4.138145E-2
2.870000E-8	4.117075E-2
2.875000E-8	4.103543E-2
2.880000E-8	4.095321E-2
2.885000E-8	4.090353E-2
2.890000E-8	4.087099E-2
2.895000E-8	4.087441E-2
2.900000E-8	4.093265E-2
2.905000E-8	4.098233E-2
2.910000E-8	4.101659E-2
2.915000E-8	4.104057E-2
2.920000E-8	4.106455E-2
2.925000E-8	4.107140E-2
2.930000E-8	4.100289E-2
2.935000E-8	4.091381E-2
2.940000E-8	4.079048E-2
2.945000E-8	4.073909E-2
2.950000E-8	4.071682E-2
2.955000E-8	4.066372E-2
2.960000E-8	4.063460E-2
2.965000E-8	4.067229E-2
2.970000E-8	4.071511E-2
2.975000E-8	4.073053E-2
2.980000E-8	4.071168E-2
2.985000E-8	4.072539E-2
2.990000E-8	4.071340E-2
2.995000E-8	4.068942E-2
3.000000E-8	4.065002E-2
3.005000E-8	4.055067E-2
3.010000E-8	4.040849E-2
3.015000E-8	4.030058E-2
3.020000E-8	4.018923E-2
3.025000E-8	4.003849E-2
3.030000E-8	3.991688E-2
3.035000E-8	3.979697E-2
3.040000E-8	3.969762E-2
3.045000E-8	3.964623E-2
3.050000E-8	3.961540E-2
3.055000E-8	3.962053E-2
3.060000E-8	3.965137E-2
3.065000E-8	3.963766E-2
3.070000E-8	3.963424E-2
3.075000E-8	3.966336E-2
3.080000E-8	3.971132E-2
3.085000E-8	3.978669E-2
3.090000E-8	3.982780E-2
3.095000E-8	3.989975E-2
3.100000E-8	3.995285E-2
3.105000E-8	3.996312E-2
3.110000E-8	3.994771E-2
3.115000E-8	3.995456E-2
3.120000E-8	3.987234E-2
3.125000E-8	3.981410E-2
3.130000E-8	3.970961E-2
3.135000E-8	3.964794E-2
3.140000E-8	3.960854E-2
3.145000E-8	3.961711E-2
3.150000E-8	3.973016E-2
3.155000E-8	3.987576E-2
3.160000E-8	3.999053E-2
3.165000E-8	4.011900E-2
3.170000E-8	4.026803E-2
3.175000E-8	4.031771E-2
3.180000E-8	4.033312E-2
3.185000E-8	4.033141E-2
3.190000E-8	4.027488E-2
3.195000E-8	4.025090E-2
3.200000E-8	4.024576E-2
3.205000E-8	4.023891E-2
3.210000E-8	4.022521E-2
3.215000E-8	4.026632E-2
3.220000E-8	4.017553E-2
3.225000E-8	4.005734E-2
3.230000E-8	3.995970E-2
3.235000E-8	3.989289E-2
3.240000E-8	3.979354E-2
3.245000E-8	3.971475E-2
3.250000E-8	3.964623E-2
3.255000E-8	3.960512E-2
3.260000E-8	3.957429E-2
3.265000E-8	3.959141E-2
3.270000E-8	3.959313E-2
3.275000E-8	3.964452E-2
3.280000E-8	3.967878E-2
3.285000E-8	3.966165E-2
3.290000E-8	3.957942E-2
3.295000E-8	3.946123E-2
3.300000E-8	3.936873E-2
3.305000E-8	3.920771E-2
3.310000E-8	3.901244E-2
3.315000E-8	3.884628E-2
3.320000E-8	3.864587E-2
3.325000E-8	3.850883E-2
3.330000E-8	3.831355E-2
3.335000E-8	3.813198E-2
3.340000E-8	3.791958E-2
3.345000E-8	3.776884E-2
3.350000E-8	3.762837E-2
3.355000E-8	3.760439E-2
3.360000E-8	3.765921E-2
3.365000E-8	3.770888E-2
3.370000E-8	3.777911E-2
3.375000E-8	3.788360E-2
3.380000E-8	3.801207E-2
3.385000E-8	3.813369E-2
3.390000E-8	3.825531E-2
3.395000E-8	3.836837E-2
3.400000E-8	3.839749E-2
3.405000E-8	3.840605E-2
3.410000E-8	3.840948E-2
3.415000E-8	3.845573E-2
3.420000E-8	3.851054E-2
3.425000E-8	3.849513E-2
3.430000E-8	3.841119E-2
3.435000E-8	3.835466E-2
3.440000E-8	3.833925E-2
3.445000E-8	3.833068E-2
3.450000E-8	3.833925E-2
3.455000E-8	3.837008E-2
3.460000E-8	3.839920E-2
3.465000E-8	3.841290E-2
3.470000E-8	3.847457E-2
3.475000E-8	3.844716E-2
3.480000E-8	3.841804E-2
3.485000E-8	3.836494E-2
3.490000E-8	3.833240E-2
3.495000E-8	3.824504E-2
3.500000E-8	3.821592E-2
3.505000E-8	3.817823E-2
3.510000E-8	3.810286E-2
3.515000E-8	3.802064E-2
3.520000E-8	3.795897E-2
3.525000E-8	3.790758E-2
3.530000E-8	3.782536E-2
3.535000E-8	3.771573E-2
3.540000E-8	3.761467E-2
3.545000E-8	3.756842E-2
3.550000E-8	3.747763E-2
3.555000E-8	3.743138E-2
3.560000E-8	3.745365E-2
3.565000E-8	3.744851E-2
3.570000E-8	3.744166E-2
3.575000E-8	3.747763E-2
3.580000E-8	3.749819E-2
3.585000E-8	3.751018E-2
3.590000E-8	3.755986E-2
3.595000E-8	3.757699E-2
3.600000E-8	3.754101E-2
3.605000E-8	3.748791E-2
3.610000E-8	3.745194E-2
3.615000E-8	3.738000E-2
3.620000E-8	3.730805E-2
3.625000E-8	3.726352E-2
3.630000E-8	3.721727E-2
3.635000E-8	3.716245E-2
3.640000E-8	3.708194E-2
3.645000E-8	3.700657E-2
3.650000E-8	3.702028E-2
3.655000E-8	3.703398E-2
3.660000E-8	3.708708E-2
3.665000E-8	3.709051E-2
3.670000E-8	3.709907E-2
3.675000E-8	3.710250E-2
3.680000E-8	3.705796E-2
3.685000E-8	3.705454E-2
3.690000E-8	3.706824E-2
3.695000E-8	3.709565E-2
3.700000E-8	3.704597E-2
3.705000E-8	3.706481E-2
3.710000E-8	3.707338E-2
3.715000E-8	3.709051E-2
3.720000E-8	3.711791E-2
3.725000E-8	3.711449E-2
3.730000E-8	3.705967E-2
3.735000E-8	3.700486E-2
3.740000E-8	3.698088E-2
3.745000E-8	3.696032E-2
3.750000E-8	3.693805E-2
3.755000E-8	3.684898E-2
3.760000E-8	3.678560E-2
3.765000E-8	3.669995E-2
3.770000E-8	3.661088E-2
3.775000E-8	3.656977E-2
3.780000E-8	3.652181E-2
3.785000E-8	3.649783E-2
3.790000E-8	3.643787E-2
3.795000E-8	3.640704E-2
3.800000E-8	3.636764E-2
3.805000E-8	3.635394E-2
3.810000E-8	3.633681E-2
3.815000E-8	3.635565E-2
3.820000E-8	3.638306E-2
3.825000E-8	3.634880E-2
3.830000E-8	3.631112E-2
3.835000E-8	3.631283E-2
3.840000E-8	3.633338E-2
3.845000E-8	3.630769E-2
3.850000E-8	3.629570E-2
3.855000E-8	3.627172E-2
3.860000E-8	3.624774E-2
3.865000E-8	3.619463E-2
3.870000E-8	3.617065E-2
3.875000E-8	3.618950E-2
3.880000E-8	3.617751E-2
3.885000E-8	3.614838E-2
3.890000E-8	3.612612E-2
3.895000E-8	3.615181E-2
3.900000E-8	3.614153E-2
3.905000E-8	3.616723E-2
3.910000E-8	3.622033E-2
3.915000E-8	3.622547E-2
3.920000E-8	3.631797E-2
3.925000E-8	3.643102E-2
3.930000E-8	3.652523E-2
3.935000E-8	3.655949E-2
3.940000E-8	3.659204E-2
3.945000E-8	3.661945E-2
3.950000E-8	3.664000E-2
3.955000E-8	3.659204E-2
3.960000E-8	3.650468E-2
3.965000E-8	3.642931E-2
3.970000E-8	3.632482E-2
3.975000E-8	3.620834E-2
3.980000E-8	3.614325E-2
3.985000E-8	3.610214E-2
3.990000E-8	3.605931E-2
3.995000E-8	3.604561E-2
4.000000E-8	3.603190E-2
4.005000E-8	3.606274E-2
4.010000E-8	3.609700E-2
4.015000E-8	3.614153E-2
4.020000E-8	3.615010E-2
4.025000E-8	3.613468E-2
4.030000E-8	3.600621E-2
4.035000E-8	3.588973E-2
4.040000E-8	3.576468E-2
4.045000E-8	3.558996E-2
4.050000E-8	3.542381E-2
4.055000E-8	3.527135E-2
4.060000E-8	3.511548E-2
4.065000E-8	3.500585E-2
4.070000E-8	3.492363E-2
4.075000E-8	3.489793E-2
4.080000E-8	3.484997E-2
4.085000E-8	3.477117E-2
4.090000E-8	3.469580E-2
4.095000E-8	3.463928E-2
4.100000E-8	3.454164E-2
4.105000E-8	3.442687E-2
4.110000E-8	3.438062E-2
4.115000E-8	3.435150E-2
4.120000E-8	3.428983E-2
4.125000E-8	3.429840E-2
4.130000E-8	3.429155E-2
4.135000E-8	3.427099E-2
4.140000E-8	3.429497E-2
4.145000E-8	3.434465E-2
4.150000E-8	3.442344E-2
4.155000E-8	3.449710E-2
4.160000E-8	3.458275E-2
4.165000E-8	3.462900E-2
4.170000E-8	3.461187E-2
4.175000E-8	3.458960E-2
4.180000E-8	3.454849E-2
4.185000E-8	3.451766E-2
