2.40E+01	6.76053E-06	1.01635E-07
5.00E+01	6.63479E-06	8.50508E-08
1.00E+02	6.50054E-06	5.52733E-08
1.50E+02	6.33933E-06	3.7159E-08
2.00E+02	6.2222E-06	8.20126E-08
2.50E+02	5.87969E-06	7.58503E-08
3.00E+02	5.61187E-06	8.90922E-08
3.50E+02	5.36757E-06	2.43174E-08
4.00E+02	5.01489E-06	7.68158E-08
4.50E+02	4.83438E-06	1.07176E-07
5.00E+02	4.21451E-06	1.74957E-07
5.50E+02	3.87495E-06	1.31144E-07
6.00E+02	3.14881E-06	9.08478E-08
