#m	sigma	Xa	Xv	rho	e	Re*	M*	M	m_1	sigma_1	Xa_1	Xv_1	a_1	rho_1	Re_1*	Mstar_1*	M_1
994.399	0.0856674	1012.81	1020.27	0.000280671	0.104834	7.25754	0.121587	0.898413	0.277706	0.21583	0.312005	0.326883	-9.73624	5.30542e-05	207.283	1.50981	11.1561
