
#Surface 0 of 1 surfaces

#IsoCurve 0, 8000 points
#x y z type
 40  11.3049  12.1239 i
 40.01  12.1648  12.1193 i
 40.02  10.7785  12.1146 i
 40.03  9.2805  12.11 i
 40.04  6.1968  12.1054 i
 40.05  12.1006  12.1008 i
 40.06  8.3553  12.0962 i
 40.07  11.1087  12.0916 i
 40.08  12.044  12.087 i
 40.09  13.6167  12.0824 i
 40.1  13.2945  12.0778 i
 40.11  11.4812  12.0732 i
 40.12  7.6161  12.0686 i
 40.13  9.969  12.0641 i
 40.14  8.7614  12.0595 i
 40.15  11.5655  12.055 i
 40.16  15.5125  12.0504 i
 40.17  8.1778  12.0458 i
 40.18  17.1216  12.0413 i
 40.19  5.8729  12.0375 i
 40.2  9.2416  12.0321 i
 40.21  10.1372  12.0276 i
 40.22  9.0554  12.023 i
 40.23  10.0908  12.0184 i
 40.24  9.1134  12.0139 i
 40.25  11.7873  12.0093 i
 40.26  8.7119  12.0047 i
 40.27  5.2325  12.0009 i
 40.28  6.7201  11.9955 i
 40.29  10.3639  11.9909 i
 40.3  5.0344  11.9863 i
 40.31  9.674  11.9816 i
 40.32  9.1322  11.977 i
 40.33  7.0603  11.9723 i
 40.34  10.884  11.9677 i
 40.35  17.4817  11.963 i
 40.36  10.193  11.9584 i
 40.37  15.166  11.9537 i
 40.38  9.8534  11.949 i
 40.39  11.1005  11.9443 i
 40.4  5.6169  11.9397 i
 40.41  8.4525  11.935 i
 40.42  10.0498  11.9303 i
 40.43  10.0002  11.9256 i
 40.44  4.9046  11.9209 i
 40.45  12.4174  11.9162 i
 40.46  11.2461  11.9115 i
 40.47  8.1048  11.9068 i
 40.48  5.1255  11.9021 i
 40.49  6.9899  11.8983 i
 40.5  17.365  11.8927 i
 40.51  8.059  11.8889 i
 40.52  7.4792  11.8834 i
 40.53  11.3468  11.8787 i
 40.54  11.62  11.8741 i
 40.55  7.3489  11.8694 i
 40.56  8.8684  11.8648 i
 40.57  9.659  11.8601 i
 40.58  12.884  11.8555 i
 40.59  12.0419  11.8509 i
 40.6  12.5961  11.8463 i
 40.61  15.413  11.8417 i
 40.62  14.605  11.837 i
 40.63  9.95  11.8324 i
 40.64  11.72  11.8279 i
 40.65  11.6775  11.8233 i
 40.66  11.4101  11.8187 i
 40.67  14.2177  11.8141 i
 40.68  16.1097  11.8095 i
 40.69  14.4659  11.8049 i
 40.7  6.7728  11.8004 i
 40.71  8.1773  11.7958 i
 40.72  10.0094  11.7912 i
 40.73  7.2713  11.7866 i
 40.74  8.1445  11.782 i
 40.75  7.0168  11.7774 i
 40.76  9.3061  11.7728 i
 40.77  14.5948  11.7682 i
 40.78  7.237  11.7636 i
 40.79  10.2043  11.7589 i
 40.8  8.3464  11.7543 i
 40.81  12.4531  11.7497 i
 40.82  13.4194  11.745 i
