#m	sigma	Xa	Xv	rho	e	Re*	M*	M	m_1	sigma_1	Xa_1	Xv_1	a_1	rho_1	Re_1*	Mstar_1*	M_1
33.0388	0.743169	131.425	228.317	0.00147213	0.701085	19.2725	0.739454	5.46387	0.756316	1.22264	31.7479	141.553	-7.03359	2.61357e-05	141.037	0.721025	5.32769
