#m	sigma	Xa	Xv	rho	e	Re*	M*	M	m_1	sigma_1	Xa_1	Xv_1	a_1	rho_1	Re_1*	Mstar_1*	M_1
49.7543	0.565765	110.755	152.538	0.0027746	0.764758	15.5186	0.817434	6.04007	0.1	1.23611	4.56006	21.0164	3	3.92274e-06	26.245	0.0519806	0.384088
