#m	sigma	Xa	Xv	rho	e	Re*	M*	M	m_1	sigma_1	Xa_1	Xv_1	a_1	rho_1	Re_1*	Mstar_1*	M_1
134.119	0.170923	144.281	148.558	0.00123383	0.612487	18.4369	0.647613	4.78525	0.397077	0.115513	0.410546	0.416061	-6.75999	4.1954e-05	81.4525	0.527583	3.89834
