
#Surface 0 of 1 surfaces

#IsoCurve 0, 10806 points
#x y z type
 40  29.2511  0 i
 40  41.9967  0 i
 40  38.2586  0 i
 40  51.8261  0 i
 40  55.1337  0 i
 40  44.7462  0 i
 40.05  51.266  0 i
 40.05  46.0437  0 i
 40.05  33.4049  0 i
 40.05  35.6673  0 i
 40.05  54.3195  0 i
 40.05  41.6353  0 i
 40.1  54.5904  0 i
 40.1  33.9416  0 i
 40.1  41.3442  0 i
 40.1  39.5543  0 i
 40.1  49.2663  0 i
 40.1  30.9061  0 i
 40.15  34.4323  0 i
 40.15  37.8938  0 i
 40.15  32.9111  0 i
 40.15  31.6193  0 i
 40.15  45.9818  0 i
 40.15  38.6531  0 i
 40.2  31.254  0 i
 40.2  29.3872  0 i
 40.2  34.9291  0 i
 40.2  42.2574  0 i
 40.2  36.965  0 i
 40.2  43.1716  0 i
 40.25  45.8227  0 i
 40.25  47.9243  0 i
 40.25  39.9863  0 i
 40.25  33.5957  0 i
 40.25  39.8144  0 i
 40.25  41.6896  0 i
 40.3  49.468  0 i
 40.3  37.2751  0 i
 40.3  34.8286  0 i
 40.3  51.4649  0 i
 40.3  47.4758  0 i
 40.3  38.1016  0 i
 40.35  27.2559  0 i
 40.35  37.84  0 i
 40.35  43.1195  0 i
 40.35  36.5973  0 i
 40.35  31.1562  0 i
 40.35  48.1838  0 i
 40.4  46.2807  0 i
 40.4  33.771  0 i
 40.4  41.8974  0 i
 40.4  47.8707  0 i
 40.4  41.4811  0 i
 40.4  31.5907  0 i
 40.45  35.0147  0 i
 40.45  41.6992  0 i
 40.45  46.5387  0 i
 40.45  34.3732  0 i
 40.45  31.5873  0 i
 40.45  36.2284  0 i
 40.5  40.1318  0 i
 40.5  44.65  0 i
 40.5  43.865  0 i
 40.5  32.3141  0 i
 40.5  51.1868  0 i
 40.5  30.9446  0 i
 40.55  50.138  0 i
 40.55  30.0002  0 i
 40.55  42.2592  0 i
 40.55  38.0305  0 i
 40.55  37.8063  0 i
 40.55  41.105  0 i
 40.6  45.6373  0 i
 40.6  41.9773  0 i
 40.6  28.0054  0 i
 40.6  39.5731  0 i
 40.6  29.4474  0 i
 40.6  46.6908  0 i
 40.65  30.2222  0 i
 40.65  53.4174  0 i
 40.65  36.544  0 i
 40.65  35.0065  0 i
 40.65  34.6328  0 i
 40.65  45.9939  0 i
 40.7  41.843  0 i
 40.7  43.4099  0 i
 40.7  36.8712  0 i
 40.7  39.9717  0 i
 40.7  40.6472  0 i
 40.7  36.453  0 i
 40.75  28.3732  0 i
 40.75  33.3834  0 i
 40.75  46.0333  0 i
 40.75  41.4281  0 i
 40.75  40.4945  0 i
 40.75  42.5731  0 i
 40.8  36.5065  0 i
 40.8  45.7298  0 i
 40.8  36.6808  0 i
 40.8  37.3825  0 i
 40.8  43.9303  0 i
 40.8  32.007  0 i
 40.85  37.5165  0 i
 40.85  40.7788  0 i
 40.85  31.3797  0 i
 40.85  40.5144  0 i
 40.85  45.4716  0 i
 40.85  37.5235  0 i
 40.9  40.0818  0 i
 40.9  37.4551  0 i
 40.9  43.9743  0 i
 40.9  46.7178  0 i
 40.9  30.2125  0 i
 40.9  40.2692  0 i
 40.95  33.3577  0 i
 40.95  36.9411  0 i
 40.95  30.4882  0 i
 40.95  37.156  0 i
 40.95  47.92  0 i
 40.95  48.4874  0 i
 41  37.8652  0 i
 41  49.6565  0 i
 41  48.7665  0 i
 41  47.5128  0 i
 41  38.4188  0 i
 41  37.6105  0 i
 41.05  39.6558  0 i
 41.05  33.4181  0 i
 41.05  27.487  0 i
 41.05  41.172  0 i
 41.05  45.2348  0 i
 41.05  37.9841  0 i
 41.1  45.2362  0 i
 41.1  36.5786  0 i
 41.1  34.7199  0 i
 41.1  38.1797  0 i
 41.1  39.9385  0 i
 41.1  48.6046  0 i
 41.15  42.7523  0 i
 41.15  39.3802  0 i
 41.15  33.9713  0 i
 41.15  31.1749  0 i
 41.15  27.1884  0 i
 41.15  31.1791  0 i
 41.2  49.2883  0 i
 41.2  41.772  0 i
 41.2  44.5839  0 i
 41.2  34.6809  0 i
 41.2  44.7431  0 i
 41.2  37.6201  0 i
 41.25  40.6095  0 i
 41.25  40.2663  0 i
 41.25  30.1731  0 i
 41.25  50.7487  0 i
 41.25  42.3865  0 i
 41.25  22.4465  0 i
 41.3  36.1913  0 i
 41.3  46.9509  0 i
 41.3  34.1604  0 i
 41.3  44.6322  0 i
 41.3  41.5563  0 i
 41.3  53.5769  0 i
 41.35  40.608  0 i
 41.35  37.8539  0 i
 41.35  30.7296  0 i
 41.35  42.615  0 i
 41.35  43.8418  0 i
 41.35  38.7853  0 i
 41.4  51.7807  0 i
 41.4  32.5424  0 i
 41.4  36.8672  0 i
 41.4  32.9702  0 i
 41.4  38.0268  0 i
 41.4  45.9748  0 i
 41.45  48.0536  0 i
 41.45  37.8604  0 i
 41.45  32.6916  0 i
 41.45  39.2881  0 i
 41.45  46.1201  0 i
 41.45  29.973  0 i
 41.5  36.5746  0 i
 41.5  45.0334  0 i
 41.5  39.7962  0 i
 41.5  24.4982  0 i
 41.5  43.5005  0 i
 41.5  30.9208  0 i
 41.55  30.3185  0 i
 41.55  34.1963  0 i
 41.55  48.189  0 i
 41.55  41.8282  0 i
 41.55  35.9874  0 i
 41.55  30.9789  0 i
 41.6  31.2477  0 i
 41.6  43.3594  0 i
 41.6  47.0584  0 i
 41.6  46.6323  0 i
 41.6  40.9538  0 i
 41.6  39.2351  0 i
 41.65  41.0908  0 i
 41.65  29.9363  0 i
