#m	sigma	Xa	Xv	rho	e	Re*	M*	M	m_1	sigma_1	Xa_1	Xv_1	a_1	rho_1	Re_1*	Mstar_1*	M_1
20.857	0.948054	197.296	484.691	0.000224209	1	67.7842	1.01497	7.49967	0.223694	1.03266	3.21713	9.34533	-5.72843	0.000319499	41.2531	0.73738	5.44854
