#m	sigma	Xa	Xv	rho	e	Re*	M*	M	m_1	sigma_1	Xa_1	Xv_1	a_1	rho_1	Re_1*	Mstar_1*	M_1
4.94233	1.26172	264.457	1299.35	0.000620835	0.368599	15.7933	0.393515	2.9077	0.410746	0.921399	3.43034	8.01758	-4.10566	2.80482e-05	82.2882	0.435803	3.22017
