#m	sigma	Xa	Xv	rho	e	Re*	M*	M	m_1	sigma_1	Xa_1	Xv_1	a_1	rho_1	Re_1*	Mstar_1*	M_1
187.679	0.05	188.856	189.328	0.000110981	3	285.772	3.01054	22.245	3.26674	0.776727	14.762	26.9871	-2.35755	1.35626e-05	89.5688	0.329859	2.43735
